AT,V,AP,RH
5.95,39.48,1005.16,63.6
9.15,39.61,1018.69,84.47
31.37,74.87,1009.22,56.58
12.53,42.03,1017.57,81.57
30.93,61.5,1009.81,41.46
5.35,35.79,1013.23,93.53
7.91,37.8,1020.59,61.0
20.76,70.72,1009.73,89.04
20.3,62.52,1017.96,75.17
16.5,44.2,1018.94,63.59
31.33,73.03,1014.18,49.28
14.1,44.84,1025.09,79.42
21.83,41.1,1001.91,41.79
28.18,73.88,1005.89,75.41
12.5,45.51,1015.8,82.82
28.48,54.2,1013.14,49.51
9.28,40.22,1009.23,88.43
15.45,46.63,1012.6,85.47
22.35,51.43,1011.34,77.33
18.02,49.78,1003.86,100.09
13.42,38.91,1012.81,73.82
20.35,67.45,1015.14,69.22
26.75,58.33,1013.55,45.47
14.13,53.82,1016.72,64.85
25.18,56.89,1012.26,64.46
17.62,43.52,1021.01,71.52
26.19,65.61,1014.51,54.52
25.73,66.54,1010.07,55.97
27.83,59.57,1011.22,71.05
27.64,75.6,1017.35,54.78
8.64,41.66,1014.14,80.44
14.74,43.71,1024.35,81.53
21.31,42.8,1014.1,75.77
19.0,58.95,1018.05,83.38
11.83,44.21,1019.37,85.31
12.43,41.62,1011.87,80.57
7.09,43.13,1017.91,92.37
3.95,38.44,1016.75,79.65
7.14,44.71,1019.98,71.9
30.91,79.74,1006.92,56.32
23.32,69.23,1011.75,75.59
6.12,40.81,1014.77,88.15
32.31,68.94,1006.11,71.78
22.97,63.94,1010.5,88.47
23.34,45.61,1012.73,74.09
18.92,62.26,1012.05,85.99
25.99,68.08,1013.13,59.14
22.43,69.84,1006.94,75.54
29.3,70.04,1010.95,61.23
29.35,54.2,1013.07,42.45
32.39,74.16,1008.53,61.09
21.41,59.43,1010.27,74.54
6.11,38.68,1017.53,79.23
20.88,47.45,1007.5,76.21
24.44,59.21,1017.36,61.45
25.79,75.6,1017.46,75.63
21.92,61.87,1009.68,58.83
23.09,73.5,1011.4,89.76
25.2,59.21,1017.54,55.53
22.49,61.47,1009.14,90.23
15.08,42.77,1018.67,73.89
30.37,67.45,1015.35,45.6
24.86,72.39,1001.15,90.24
12.15,38.78,1013.34,95.05
29.97,69.14,1007.92,66.74
14.96,39.31,1010.52,71.28
10.84,40.62,1015.53,60.9
8.25,43.14,1011.3,87.1
21.69,57.17,1011.75,82.63
25.38,65.34,1012.87,62.49
25.15,62.91,1012.23,48.22
19.99,65.94,1012.28,75.42
16.07,47.83,1006.99,86.49
18.62,44.06,1017.76,64.59
26.72,74.87,1010.18,70.74
24.7,44.57,1008.24,57.62
23.84,59.87,1019.11,59.59
24.73,71.14,1009.07,68.87
15.63,37.87,1020.4,74.77
14.5,41.76,1023.94,84.42
26.4,48.41,1008.51,66.95
27.49,63.78,1015.43,47.45
28.62,69.98,1013.3,68.53
27.92,68.3,1015.02,51.04
24.26,42.8,1013.72,61.62
28.36,60.23,1010.05,53.03
8.64,38.56,1016.51,66.03
26.71,70.4,1007.59,82.63
13.92,43.5,1021.14,88.44
7.65,41.01,1024.31,97.17
13.12,44.21,1019.57,89.29
10.87,42.02,1002.08,95.22
14.04,40.56,1018.4,65.79
27.38,70.04,1011.18,72.26
19.05,59.21,1017.99,89.53
22.97,42.48,1012.84,64.71
18.99,44.6,1014.7,40.11
26.95,70.79,1004.09,75.35
15.41,44.78,1007.69,65.17
11.8,43.99,1020.86,98.44
13.44,41.14,1026.41,77.26
18.96,44.58,1016.66,71.95
27.01,63.78,1016.72,47.89
20.23,57.76,1016.84,81.26
24.17,48.41,1008.46,76.19
25.01,68.63,1013.76,43.65
24.4,60.37,1006.77,82.43
25.81,66.51,1016.53,62.19
17.33,41.35,999.51,68.36
8.42,40.64,1022.35,96.38
29.74,70.32,1008.1,52.72
14.66,41.66,1012.89,62.41
8.94,42.07,1018.9,85.93
27.76,71.97,1008.53,86.97
28.97,73.5,1010.47,48.24
15.92,44.85,1015.84,59.99
23.12,69.71,1008.98,84.41
10.36,43.67,1011.95,78.15
23.86,52.84,1006.56,48.94
24.58,71.94,1006.85,89.02
26.93,59.54,1004.02,75.5
21.93,60.84,1018.96,76.8
16.34,36.99,1006.99,90.06
28.71,64.69,1006.52,68.38
25.61,52.36,1014.1,62.9
22.88,59.21,1011.51,86.93
17.16,53.16,1013.2,82.85
23.34,73.5,1011.43,89.74
7.91,39.96,1023.57,88.44
29.46,49.3,1003.88,54.1
16.62,52.05,1011.96,67.81
17.37,40.55,1001.19,71.42
17.7,49.78,1005.19,100.09
6.91,37.49,1011.05,82.07
29.51,75.6,1017.92,50.61
21.67,60.84,1017.93,81.63
10.26,43.14,1019.68,98.97
11.03,44.78,1013.16,83.85
26.38,66.49,1013.89,43.06
28.83,64.96,1000.05,63.57
25.71,58.59,1012.77,61.83
13.47,41.14,1026.09,82.96
5.47,40.62,1018.66,83.61
10.86,44.85,1014.15,88.36
19.4,39.53,1007.96,63.38
26.11,70.36,1007.64,70.12
14.27,41.48,1014.83,62.7
22.03,59.43,1006.88,82.05
25.35,66.56,1008.75,66.88
18.77,49.39,1021.06,82.95
14.48,39.0,1016.75,75.97
32.33,69.68,1011.95,39.89
29.78,73.42,1011.27,52.79
8.64,39.69,1001.57,98.27
14.45,43.34,1015.47,83.33
28.55,69.84,1003.38,67.26
23.58,58.82,1009.68,81.38
25.69,62.26,1011.38,74.08
25.17,64.79,1017.87,63.26
26.43,58.41,1013.57,64.67
25.44,66.54,1011.9,56.76
13.66,45.0,1021.97,79.04
24.27,74.93,1012.73,73.81
11.82,41.17,1019.5,55.74
19.57,68.61,1011.13,96.4
21.38,49.21,1012.49,53.77
24.97,59.87,1018.7,59.94
9.44,39.82,1013.26,91.55
14.67,42.28,1007.21,65.17
25.18,65.06,1013.64,55.77
4.23,38.44,1016.46,76.64
28.4,69.34,1009.76,70.4
12.42,43.8,1023.13,79.8
28.31,70.32,1007.88,47.0
27.3,57.19,1008.08,63.48
23.55,58.79,1010.78,78.47
25.17,68.08,1012.83,60.87
8.7,39.72,1020.0,78.75
22.79,68.63,1012.99,55.78
21.7,60.77,1018.07,88.15
15.4,40.69,1015.1,70.25
9.2,40.03,1017.05,92.46
24.56,71.94,1006.81,89.59
21.9,55.5,1018.85,60.27
12.66,41.2,1015.88,89.12
10.06,39.61,1018.22,70.22
30.04,67.25,1017.65,52.84
7.01,37.8,1021.47,62.84
15.48,53.82,1016.1,64.77
25.45,75.23,1011.41,73.33
26.22,69.89,1015.46,76.63
12.57,41.66,1009.11,70.74
13.83,43.22,1010.62,70.8
24.32,66.25,1009.09,91.89
25.86,60.32,1015.91,53.37
17.47,43.77,1012.25,76.78
24.74,69.13,1010.69,90.08
29.85,61.85,1005.45,61.85
16.99,40.89,1011.54,64.51
12.38,48.04,1012.78,100.13
32.83,74.16,1007.57,60.2
21.17,58.46,1017.71,83.98
14.24,41.16,1010.16,87.0
13.94,41.26,1021.67,74.4
34.6,64.96,1003.3,34.32
26.62,76.2,1006.06,69.13
25.55,71.64,1009.09,79.35
11.16,40.05,1014.95,88.38
20.76,59.21,1017.94,80.84
15.0,50.88,1014.04,100.12
30.01,62.34,1005.28,62.34
8.62,39.66,1015.18,89.59
19.69,59.14,1015.99,70.33
25.56,75.6,1017.37,69.31
12.31,40.64,1020.71,94.6
4.15,39.9,1007.62,95.69
14.38,40.71,1023.46,66.12
24.82,72.99,1007.81,84.72
25.95,69.51,1009.36,66.82
19.2,54.2,1011.46,84.44
22.74,58.41,1013.92,84.03
9.17,40.67,1019.03,66.21
24.49,59.87,1018.4,59.95
20.55,46.21,1013.21,73.18
24.52,59.15,1014.03,74.83
12.77,41.5,1014.13,86.8
20.1,58.95,1018.46,80.87
15.95,42.24,1017.71,69.32
18.4,44.06,1017.36,70.88
23.06,56.85,1012.5,64.03
11.34,43.67,1011.54,87.95
29.28,77.17,1009.4,76.3
27.88,70.79,1005.06,72.5
25.22,69.88,1007.17,80.26
23.35,63.47,1011.78,84.24
29.13,47.93,1002.5,49.1
30.65,71.98,1004.92,63.39
29.81,73.67,1005.6,60.91
22.75,70.94,1008.03,81.95
26.18,69.84,1005.13,72.89
22.72,69.13,1010.81,92.43
8.14,41.26,1020.61,91.28
12.65,44.03,1007.13,85.23
21.32,48.14,1016.57,71.81
14.87,41.76,1022.26,78.21
25.04,51.95,1005.56,66.53
30.44,68.84,1010.97,55.34
18.58,49.25,1019.92,60.24
30.12,69.71,1009.1,52.02
16.82,41.66,1010.49,63.14
26.43,66.48,1004.36,55.9
26.72,65.61,1014.41,52.01
31.54,77.24,1008.23,70.19
13.39,49.83,1007.14,90.88
16.15,44.21,1020.76,85.41
15.79,38.28,1014.4,74.84
10.22,39.64,1010.72,63.05
19.62,52.05,1012.09,50.02
26.38,44.89,1009.14,51.79
24.77,57.17,1010.66,73.0
31.99,53.53,1004.98,53.53
18.89,43.56,1012.79,38.63
18.77,50.66,1014.89,87.34
19.95,50.59,1016.11,73.23
21.86,49.21,1014.61,53.31
5.41,40.07,1019.16,64.77
19.12,50.16,1011.52,99.71
20.56,60.08,1017.79,78.08
25.88,63.47,1011.95,65.87
23.67,63.86,1019.67,57.95
29.05,70.32,1011.33,72.5
21.78,47.43,1007.88,66.68
22.55,47.45,1008.65,67.9
11.96,43.41,1017.42,79.44
29.04,60.07,1015.42,46.15
25.1,69.89,1015.42,85.81
21.97,58.12,1014.21,85.93
27.44,74.9,1003.85,76.65
13.51,39.31,1012.18,75.19
29.5,72.86,1004.63,52.17
16.7,46.18,1011.4,95.51
22.89,73.11,1006.66,73.11
25.18,71.98,1006.71,89.86
8.87,41.82,1033.3,74.28
21.61,41.54,1014.5,75.62
29.78,74.78,1009.28,55.09
26.9,59.14,1016.18,70.88
23.22,63.07,1012.91,77.59
25.07,60.27,1018.13,70.33
10.9,40.67,1016.66,65.09
25.15,57.32,1012.41,41.84
21.05,61.87,1009.69,62.81
16.49,49.39,1018.1,93.13
17.51,44.9,1009.05,74.91
23.73,63.94,1010.7,87.1
20.54,69.05,1001.6,79.62
22.87,74.22,1009.36,93.05
10.76,40.78,1023.81,87.96
32.19,69.13,1000.45,48.22
15.84,49.69,1015.14,90.41
16.79,44.6,1014.27,48.08
27.29,62.66,1007.63,58.02
19.59,59.87,1018.28,84.83
5.53,35.79,1013.48,94.19
31.25,69.51,1010.25,36.83
8.13,71.14,1018.94,86.7
35.56,68.94,1006.56,38.75
22.38,71.85,1009.56,74.91
32.16,76.2,1008.04,51.74
13.73,45.08,1023.55,81.64
17.41,40.55,1003.91,76.87
14.8,58.2,1018.29,85.11
12.73,40.27,1005.68,68.77
15.66,41.7,1018.0,77.0
27.63,70.17,1000.42,85.22
11.68,40.55,1017.31,99.82
26.91,71.64,1004.59,83.54
31.12,67.69,1005.3,50.46
30.51,70.79,1004.55,56.05
3.95,35.47,1017.36,84.88
25.18,62.96,1020.04,59.08
15.96,41.66,1011.93,55.47
26.13,47.93,1002.81,66.19
17.06,58.96,1013.83,73.95
16.02,44.9,1009.3,82.62
10.12,40.0,1021.15,91.67
14.84,41.48,1017.26,63.42
19.13,45.38,1014.72,81.95
19.92,48.98,1014.32,64.99
17.36,39.53,1008.28,68.87
27.25,73.03,1014.15,68.52
27.06,72.58,1009.24,90.31
19.5,40.79,1003.8,89.45
7.92,42.28,1008.55,81.68
10.76,44.58,1016.41,79.24
8.74,36.3,1015.18,61.97
16.51,51.86,1022.37,81.18
12.14,40.83,1010.56,78.31
16.58,41.93,1022.36,45.24
23.63,60.93,1006.41,83.06
10.9,41.93,1014.96,96.24
11.09,42.44,1014.18,92.81
27.82,79.74,1008.37,69.46
13.35,41.39,1019.17,72.87
11.75,42.32,1015.28,77.25
6.13,39.48,1005.17,53.5
23.09,60.95,1015.02,68.78
23.3,52.84,1003.97,72.16
23.57,61.47,1009.27,84.17
14.77,39.16,1016.12,81.88
28.09,77.95,1017.07,70.98
5.02,40.64,1021.2,93.27
21.24,63.47,1011.86,97.02
20.03,66.86,1013.05,64.59
9.07,40.67,1014.41,70.39
15.82,44.2,1018.96,66.73
5.52,42.85,1012.77,93.82
19.51,48.78,1021.03,86.33
10.82,44.63,1020.64,90.26
27.92,69.23,1013.21,44.43
14.04,42.44,1012.74,81.89
10.8,40.22,1011.25,84.57
23.93,65.59,1011.09,87.26
12.64,40.71,1024.2,65.21
24.33,60.32,1015.49,59.95
15.01,39.52,1017.53,72.0
14.24,41.4,1019.7,70.32
24.27,68.28,1005.43,67.63
30.89,74.87,1008.99,56.58
23.48,66.44,1011.28,61.11
13.55,43.48,1016.08,67.25
11.3,40.55,1005.97,97.99
18.63,50.16,1010.21,97.13
17.25,43.14,1018.34,76.17
25.51,64.27,1013.28,61.85
15.75,39.99,1007.02,77.44
22.58,59.14,1017.2,80.91
16.69,46.18,1011.0,97.85
5.45,39.04,1020.07,77.05
23.64,70.04,1011.09,83.35
12.38,44.2,1020.23,81.5
24.81,59.43,1009.42,54.64
21.93,60.84,1017.8,82.61
10.08,43.14,1010.67,85.9
17.22,36.71,1013.77,67.92
10.7,44.77,1017.8,82.37
14.56,40.69,1015.48,73.73
13.88,39.16,1010.8,75.69
26.74,69.89,1013.96,51.82
14.22,37.85,1011.24,88.49
28.71,71.64,1005.21,71.11
17.17,44.68,1018.72,83.58
15.52,41.93,1022.97,52.92
10.59,41.93,1017.7,92.91
14.79,38.73,999.83,86.45
8.55,35.77,1016.15,73.32
13.84,44.9,1007.58,63.62
13.57,42.99,1007.51,88.95
18.42,58.95,1016.95,86.77
29.56,52.84,1006.09,42.17
17.48,44.71,1014.99,36.71
27.78,77.17,1009.11,86.54
6.4,41.17,1019.54,85.37
21.49,61.27,1019.81,63.21
14.84,41.23,995.02,88.0
19.82,41.67,1012.92,51.92
26.05,65.59,1012.78,67.03
11.56,40.71,1015.85,76.08
20.32,67.71,1007.42,63.71
14.45,39.58,1012.41,79.0
26.44,54.2,1012.65,48.02
27.74,70.32,1009.58,50.29
31.59,43.5,1005.12,43.5
7.99,36.08,1020.08,83.2
8.27,35.76,1020.11,75.25
16.59,41.79,1006.67,73.9
20.57,42.8,1013.1,75.48
10.23,41.46,1018.89,83.06
31.32,74.33,1012.92,36.48
30.9,70.8,1008.48,67.48
17.55,48.78,1016.81,91.27
23.09,69.13,1010.93,90.07
19.09,43.14,1012.34,45.75
19.05,67.32,1013.2,83.14
23.62,61.87,1010.07,48.77
30.57,58.9,1004.54,54.37
6.82,41.03,1022.12,87.63
13.25,43.7,1013.61,76.05
24.11,68.3,1017.33,79.16
9.86,42.49,1009.16,81.41
21.91,63.76,1009.85,76.8
27.54,75.6,1018.26,57.89
25.45,69.59,1008.51,83.17
21.54,66.54,1004.99,92.87
24.17,73.18,1011.72,86.1
28.34,63.77,1013.7,61.13
31.98,70.17,999.43,59.42
14.09,44.47,1029.08,72.36
12.32,43.69,1016.26,83.18
9.15,39.61,1018.11,75.29
23.44,72.24,1011.28,88.03
13.91,39.35,1014.69,75.51
12.21,44.34,1017.98,86.17
25.4,65.34,1013.11,53.93
13.14,40.66,1016.47,94.76
20.9,67.71,1007.16,59.02
14.67,45.01,1014.28,67.91
16.81,45.87,1008.7,98.0
22.1,58.33,1013.71,69.09
10.53,40.64,1020.62,98.43
29.0,75.33,1001.6,71.43
15.52,43.7,1015.8,76.27
29.12,58.84,1001.31,52.86
6.93,40.67,1020.17,71.16
25.74,59.07,1007.37,79.89
15.82,43.34,1014.52,79.07
26.01,61.47,1009.54,75.01
8.74,40.03,1016.81,93.37
28.87,71.97,1008.74,82.61
20.17,56.03,1019.47,56.77
23.76,51.19,1009.69,70.87
21.1,49.16,1006.76,86.08
21.45,45.09,1013.83,52.26
22.69,65.12,1016.35,72.02
6.65,38.5,1014.01,87.6
11.2,42.02,999.99,96.69
10.6,40.22,1011.37,85.81
7.48,38.5,1014.01,77.35
33.67,80.18,1010.83,60.87
5.97,36.25,1029.65,86.74
14.54,43.14,1010.26,82.98
30.08,73.42,1011.17,63.86
21.36,45.61,1013.43,83.64
13.76,45.08,1023.77,80.48
25.61,74.22,1010.26,75.15
26.65,63.78,1015.32,53.95
21.54,58.41,1013.99,86.34
31.81,69.88,1007.94,55.91
30.26,72.58,1007.0,65.51
13.67,54.3,1015.92,75.42
6.15,40.77,1022.42,88.57
28.73,73.91,1004.91,70.17
29.65,71.25,1001.07,73.97
18.6,60.1,1009.91,87.13
23.18,51.43,1011.56,81.83
26.84,70.36,1007.41,71.47
10.12,41.78,1013.43,73.47
28.14,76.86,1000.7,70.17
14.51,53.82,1016.46,62.75
27.68,69.34,1008.28,70.9
23.92,61.87,1009.63,54.16
22.67,60.77,1017.56,79.43
12.8,42.18,1016.27,83.9
20.63,43.77,1010.71,62.34
12.66,43.67,1012.49,95.96
11.54,40.05,1014.78,87.05
25.89,48.41,1008.49,68.58
24.81,66.44,1011.19,69.96
13.74,41.16,1010.74,87.69
7.32,41.22,1015.42,97.25
20.79,57.32,1012.47,70.09
20.53,49.16,1007.11,90.02
15.25,39.16,1016.18,79.39
33.4,69.98,1013.29,47.78
12.04,40.78,1025.21,85.97
28.84,74.9,1004.38,66.86
22.17,65.61,1014.71,70.91
23.7,64.45,1012.87,38.24
31.42,70.17,999.3,61.22
13.79,42.07,1018.27,88.06
12.16,45.0,1021.51,50.52
22.31,70.32,1009.22,89.53
17.83,43.72,1008.64,78.72
21.76,60.27,1018.96,85.06
20.98,60.07,1016.26,67.18
28.16,61.47,1009.19,62.53
21.16,50.66,1014.13,72.77
22.64,63.73,1013.88,84.22
24.1,60.29,1008.2,61.81
20.25,55.5,1020.03,69.33
30.9,73.42,1011.21,65.32
11.84,39.28,1016.97,90.52
28.08,73.42,1012.17,62.74
30.7,67.69,1005.92,51.58
23.72,58.62,1016.32,71.17
20.1,57.17,1011.96,87.68
19.69,56.65,1020.77,62.83
11.56,41.62,1012.5,91.42
3.26,41.31,996.32,100.0
27.25,50.05,1006.53,60.64
14.28,42.77,1020.06,81.77
14.72,43.34,1013.07,85.61
21.82,65.27,1013.86,72.81
6.34,40.64,1020.62,94.39
27.92,68.12,1011.54,49.8
12.56,41.4,1019.23,74.26
9.15,40.11,1023.82,75.4
30.55,68.24,1009.43,63.84
14.87,54.3,1017.17,71.57
33.97,72.29,1008.98,44.32
14.87,35.71,1015.53,57.7
16.37,39.64,1009.19,76.92
28.41,75.6,1018.48,56.07
26.94,66.48,1005.46,60.62
20.52,43.79,1015.9,68.1
4.71,42.07,1005.35,82.26
15.3,43.34,1013.23,82.73
25.82,57.19,1007.99,62.95
24.93,47.01,1014.28,66.04
20.11,57.25,1010.36,88.89
13.49,44.63,1019.12,70.02
13.63,40.92,1021.89,80.5
13.61,39.85,1012.78,58.12
28.98,73.42,1011.25,72.9
26.26,71.73,1009.59,80.06
8.91,40.11,1022.87,78.39
6.25,40.02,1032.14,80.22
31.31,64.44,1014.24,51.08
20.29,65.27,1013.17,74.94
31.09,64.05,1011.32,61.14
14.64,39.31,1008.84,79.3
6.86,41.17,1020.12,79.14
23.59,43.77,1010.85,55.98
12.8,39.16,1015.94,89.83
23.63,58.62,1016.45,69.97
25.47,70.36,1005.79,77.73
24.92,60.95,1014.88,60.58
22.33,71.94,1011.06,82.85
27.73,67.69,1007.47,59.42
25.58,61.08,1013.37,71.27
23.71,68.63,1014.54,46.04
32.21,68.14,1003.34,62.44
28.14,65.34,1014.44,46.17
17.67,53.16,1013.59,83.31
27.33,52.84,1005.88,56.16
9.88,37.83,1005.68,97.61
23.63,60.37,1005.0,81.66
16.25,40.89,1011.09,62.7
22.55,70.79,1006.19,92.56
24.6,57.32,1012.48,45.14
30.66,70.98,1007.6,72.08
29.75,73.5,1011.13,67.31
12.91,41.16,1011.9,89.19
15.85,49.69,1015.48,88.65
29.98,67.22,1014.22,52.69
29.92,57.19,1008.62,45.8
30.56,72.39,999.96,69.81
25.97,57.32,1012.13,47.48
8.0,34.03,1018.98,78.67
21.4,74.93,1014.58,80.85
17.57,46.21,1014.09,80.81
12.25,40.75,1016.02,82.4
20.51,45.38,1014.29,69.14
32.07,70.94,1006.91,49.9
18.53,48.98,1014.24,74.29
31.87,68.67,1005.64,48.85
25.34,70.47,1006.46,83.94
16.97,50.9,1012.31,82.65
6.25,39.64,1010.98,83.45
15.32,45.01,1013.3,83.72
27.17,63.09,1015.59,68.33
17.67,45.09,1014.26,51.92
15.3,38.62,1017.19,70.63
24.05,64.69,1006.63,69.2
27.02,72.58,1009.21,89.13
26.31,63.77,1014.15,69.36
29.2,70.79,1004.8,63.74
7.98,43.52,1022.45,97.68
8.57,39.69,1000.91,99.9
11.35,38.91,1017.93,83.45
13.1,40.55,1007.59,95.46
18.27,51.43,1010.38,88.39
23.23,56.89,1012.87,75.43
23.75,61.5,1008.16,69.14
8.58,40.72,1022.04,87.55
13.69,44.85,1016.89,79.87
16.23,43.72,1009.96,83.01
7.4,41.04,1024.44,90.9
20.73,69.94,1009.9,82.12
12.06,52.72,1024.53,80.05
20.3,58.41,1014.05,86.38
9.45,39.04,1023.08,75.81
25.96,60.32,1016.17,55.51
20.76,62.52,1015.63,81.04
25.88,69.13,1002.44,85.67
31.52,76.2,1008.31,57.35
12.12,40.0,1018.72,84.42
11.94,40.66,1016.61,96.11
17.16,40.55,1000.26,72.21
23.62,68.63,1013.18,50.57
5.74,40.62,1016.31,84.91
20.78,62.52,1017.58,73.3
26.49,71.73,1010.07,74.48
11.75,41.2,1012.7,89.86
33.6,74.33,1012.31,35.66
23.46,59.27,1010.6,79.79
12.11,41.17,1019.46,62.59
9.26,40.11,1024.38,74.82
7.61,38.06,1021.16,83.22
22.75,58.79,1011.44,84.47
25.57,65.46,1014.81,38.58
24.66,60.29,1018.0,59.56
12.35,41.38,1021.99,55.38
13.57,39.39,1014.01,82.12
9.29,35.77,1015.34,63.29
8.01,40.62,1015.62,86.43
21.45,60.08,1017.92,72.7
9.75,42.49,1010.57,83.63
12.84,50.59,1020.08,88.08
13.93,44.47,1025.35,81.54
30.08,67.25,1017.57,47.77
22.53,58.62,1016.28,72.78
17.35,47.83,1006.71,80.57
10.04,39.13,1011.26,88.91
8.51,38.5,1013.33,64.28
12.38,45.09,1013.26,90.55
18.77,58.66,1010.34,87.25
24.73,74.22,1010.15,79.83
16.85,50.9,1013.26,83.94
12.48,39.85,1012.93,60.23
17.02,51.86,1021.53,81.28
13.04,40.69,1015.96,82.37
24.3,69.94,1007.02,62.14
26.08,52.3,1007.03,63.34
31.15,66.25,1008.89,61.08
10.8,41.62,1012.84,93.84
18.61,63.09,1019.37,83.08
25.45,63.76,1009.96,67.78
17.92,50.66,1012.62,93.0
8.13,39.96,1026.07,95.84
15.92,41.2,1016.04,73.37
25.32,48.41,1008.47,72.14
10.61,41.58,1021.08,93.06
14.79,47.83,1007.27,92.04
25.97,68.12,1013.11,61.97
22.29,43.79,1015.68,41.75
5.5,39.04,1021.46,78.91
10.56,39.13,1010.19,87.12
30.0,61.5,1009.4,48.63
19.08,58.59,1013.42,68.88
26.05,58.59,1012.32,49.83
24.04,59.43,1007.6,76.98
31.11,69.05,1002.37,41.56
27.59,59.21,1012.93,51.46
23.82,63.76,1009.8,68.94
8.31,40.46,1020.07,78.18
28.69,71.29,1009.22,68.35
26.39,49.02,1007.62,70.82
24.2,68.67,1006.72,78.08
10.02,39.96,1024.88,96.85
6.81,38.56,1016.5,70.99
28.46,60.23,1010.2,63.38
14.28,39.39,1013.82,77.52
25.72,59.21,1012.37,66.62
31.71,73.5,1010.63,40.17
35.1,68.27,1006.96,43.51
23.66,67.17,1007.24,87.56
28.55,66.51,1015.46,34.04
19.41,64.45,1009.44,64.05
26.71,68.3,1015.07,62.7
13.1,40.03,1017.79,84.48
17.51,39.54,1010.22,71.53
24.34,48.78,1018.0,73.44
24.65,63.86,1018.37,56.15
16.17,41.79,1005.78,78.8
27.78,73.56,1007.05,95.32
14.09,44.84,1023.65,94.29
21.04,45.09,1014.19,40.62
8.76,40.96,1025.21,90.72
9.93,39.04,1023.78,77.08
23.87,60.27,1018.94,77.16
19.4,49.69,1012.89,75.53
29.11,74.9,1003.31,74.01
26.64,69.13,1010.6,79.23
20.82,57.76,1019.15,72.46
20.08,54.42,1011.79,89.35
17.39,46.21,1013.94,82.73
23.59,58.62,1017.81,66.68
24.17,71.25,1003.9,90.36
10.32,42.28,1008.82,75.66
25.74,68.94,1007.7,67.56
20.06,60.77,1017.19,88.73
14.47,44.66,1016.33,93.52
22.37,50.78,1008.84,82.06
14.64,44.92,1025.54,91.12
13.73,41.78,1011.75,49.65
18.32,42.18,1002.27,95.99
28.07,66.17,1010.58,64.11
10.82,39.96,1025.53,95.89
31.74,72.25,1012.21,41.62
6.74,36.08,1020.36,86.98
10.98,37.5,1011.12,97.51
9.05,40.0,1015.48,80.91
12.53,44.03,1007.21,84.2
20.53,65.06,1016.69,73.47
10.48,37.5,1009.81,95.26
21.45,60.84,1017.86,82.8
11.55,42.34,1020.78,94.56
13.87,42.99,1007.45,81.52
15.03,43.71,1025.07,83.25
8.72,40.72,1023.48,77.87
12.26,43.48,1016.41,72.95
11.45,40.8,1027.74,78.6
29.56,74.22,1007.45,57.46
19.54,44.57,1007.19,78.93
29.85,68.24,1007.01,30.99
20.65,41.67,1012.76,45.27
13.75,41.49,1019.9,88.23
27.04,73.67,1006.82,77.45
5.29,41.38,1020.62,83.83
32.2,69.68,1012.12,42.47
20.13,43.43,1009.75,66.16
8.54,38.08,1019.75,71.24
21.18,44.57,1007.27,73.67
5.85,41.55,1001.95,99.41
17.66,60.08,1017.22,86.96
26.55,69.45,1013.92,52.22
25.37,66.75,1017.94,79.26
12.51,43.67,1013.24,91.55
9.68,41.06,1022.75,87.44
4.43,38.91,1019.04,88.17
15.3,41.76,1022.57,71.56
21.97,65.61,1016.09,73.29
14.17,41.67,1013.4,72.77
30.86,70.32,1011.88,62.68
4.87,42.85,1013.6,92.3
27.02,71.25,1000.48,87.86
14.88,42.28,1007.26,71.3
20.94,49.02,1008.91,87.32
14.1,43.34,1012.91,86.45
14.04,48.79,1017.62,75.25
17.13,43.79,1016.09,58.94
26.05,56.85,1012.78,59.09
29.45,68.84,1011.64,59.7
7.81,39.64,1011.42,86.68
21.17,52.3,1009.67,88.88
23.14,60.27,1018.51,80.54
29.08,67.79,1010.91,55.96
29.12,73.06,1009.98,80.21
14.85,40.8,1025.38,53.29
13.53,42.86,1014.0,90.63
11.03,42.32,1017.26,90.56
24.92,63.86,1019.19,59.24
15.56,41.1,1003.55,76.92
13.92,39.39,1012.94,80.52
20.83,67.32,1011.76,73.11
25.18,69.23,1013.26,57.45
3.0,39.64,1011.0,80.14
17.8,62.26,1011.81,89.81
25.79,65.27,1013.26,55.35
23.67,72.24,1011.22,90.45
25.02,50.78,1008.79,63.06
14.92,41.16,1004.83,83.7
6.06,43.65,1014.36,83.94
19.31,67.71,1005.31,77.15
24.37,70.02,1010.97,71.97
16.83,46.48,1007.21,87.23
30.73,69.89,1015.0,58.9
20.95,48.14,1013.3,67.72
26.12,63.31,1013.97,51.6
30.1,47.93,1002.64,42.06
30.91,70.32,1011.92,65.59
9.14,37.36,1015.22,78.06
18.87,43.43,1009.16,69.5
19.3,65.59,1014.07,81.98
9.35,41.03,1021.33,66.75
10.79,39.82,1012.89,88.25
24.6,48.78,1018.1,73.71
25.42,75.6,1017.39,77.63
26.62,72.43,1006.79,82.74
14.17,39.59,1010.99,94.08
10.3,41.79,1021.09,49.39
9.46,41.4,1026.78,87.58
34.66,74.33,1012.0,32.19
14.38,44.78,1010.8,66.58
27.67,71.64,1004.41,78.14
19.08,41.1,1001.96,62.77
12.64,41.79,1016.38,92.65
25.42,74.22,1009.04,88.55
26.73,68.84,1010.75,66.83
25.21,64.63,1020.56,51.31
15.09,40.89,1010.15,92.0
25.17,72.39,1001.69,90.51
